Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,city,age,python_yn,html_yn,css_yn,aws_yn,django_yn,postgresql_yn
Software Developer,CA$82K-CA$90K (Glassdoor est.),"Since Ron Glozman founded Chisel AI in 2015 (see his full story here) we’ve evolved to be the machine learning leader in the insurance space. Our software reads insurance forms in milliseconds and extracts key policy information for some of the world’s largest companies. At Chisel AI, we make it possible for our customers to process data 400X faster than a human can; allowing them to focus on nuanced and interesting work that drives real value for their customers - which is now more important than ever.

The Opportunity

This may be your first step into the world of AI. As part of our growing Engineering team, you will be a fundamental part of building our core AI capabilities in an innovative greenfield environment where you are not saddled with a legacy of product debt. You will use your end to end product software development experience to tackle challenges that include building engineering pipelines, which help our machine learning scientists build better models. You will use modern web service, application logic, and UX development that enable those models to deliver large scale value to our customers.

Our Tech Stack

We deploy on AWS, and we build in Python and React. But that’s only part of the story. Bring your toolkit of expertise and help us make future choices to shape the technology environment and tools here.

Our new Software Developer will:

Build. You will build the core AI capabilities and wrappers that deliver an innovative, scalable and reliable product solution that our team is proud to declare ownership of.
Learn. You will apply deep computer science concepts daily and work closely with all of our teams to better understand and deliver our AI capabilities.
Grow. You will own processes, make decisions, support your colleagues and develop your career in ways that you didn’t know possible through our unique stage of business growth. And you will do it with a team who understands that the best version of you needs the flexibility and support to thrive both inside and outside of work.

So, how do we know you are the next Software Developer? You have:

The experience. You bring a minimum of 3 to 5 years of experience developing commercial software using an object-oriented language including exposure to shipping product zero, which has ultimately been used on a large scale. You combine this experience with a strong willingness to dive in to figure out the right approaches and pivot quickly.
The expertise. You think at a systems-level and are well-versed in service-oriented architecture, message bus, AWS, Docker, and containerization frameworks. You have mastered enough technology to tackle problems and new tools in a way that inspires confidence in others.
The drive and curiosity. You are motivated, resourceful, and ambitious. You want to build out your skills and your career with Chisel AI.
The flexibility. You are quick to adapt when priorities shift and take feedback well. You are comfortable with ambiguity and are willing to figure things out when there’s no clear, defined path or process outlined.

So what do you need to know about Chisel AI?

We are technology enthusiasts and experts pushing the limits on how AI will shape the future of insurance. Having successfully raised one of the largest seed rounds in Canadian history and with partners like Venrock, a leading Silicon Valley venture firm, by our side very little stands in the way of our success.

We’ve been recognized by several of the top accelerators in Canada including Creative Destruction Labs and the DMZ and were crowned the winner of the ACORD Global InsurTech Innovation Challenge in 2018. All of which just marked the start of our momentum as in 2019, we won gold at the Zurich Innovation World Championship and made the CIX Top 20 Early Companies list celebrating the most innovative technology companies in Canada.

Why join Chisel AI?

We’re a company with heavy traction, big clients, and a plan to expand rapidly. We’ve assembled a strong and diverse leadership team and are poised to scale and develop talented people of all levels. This is a place where failures turn into opportunities, where we learn from each other and where everyone’s voice is heard. We’re at a unique and rare stage of growth that will give our team and those who join us a chance to put their mark on everything we build.

What you can expect when you apply to Chisel AI

We know that diversity and belonging makes for the best problem solving and creative thinking. Chisel AI is committed to fostering an inclusive and accessible environment where employees feel valued and respected, and where every employee has the opportunity to realize their potential. We want to know what motivates you and we don’t believe that everyone follows the same career path. We are dedicated to adding new perspectives to our team and encourage you to apply if your experience is close to what we are looking for.

We are committed to providing reasonable accommodations, if required, and will work with you to meet your needs.

Due to COVID-19 please expect changes to our standard recruitment process. In all instances, the safety of our employees and our candidates is of our utmost concern so we will be conducting interviews virtually and online. We will keep you informed on these changes and ensure that you are prepared in advance with the necessary instructions to conduct the next steps in the recruitment process.

Powered by JazzHR

5QYS2ZIzxP",5.0,"Chisel AI
5.0",Toronto,-1,1 to 50 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,82,90,86.0,"Chisel AI
",Toronto,4,1,0,0,1,0,0
Data Developer,CA$82K-CA$90K (Glassdoor est.),"Company Description

Founded in 1992, Montreal-based Behaviour Interactive is one of North America’s largest independent game developers with close to 600 employees and over 70 million games sold on every platform. To date, the company’s games have reached more than 200 million players worldwide. In 2019, its most successful IP, the award-winning Dead by DaylightTM, celebrated 12 million players. Behaviour counts amongst its partners some of the world’s most recognized brands such as Sony, Disney, Netflix, Activision, Warner Bros, Ubisoft, Xbox Game Studios, Google, Bombardier, Wargaming, HBO, NetEase, Gaea, La Capitale, and many more. For more information: bhvr.com.

Job Description

Behaviour is looking for a talented Data Developer who will be improving our data pipelines infrastructure to support an increasing volume of data, and more frequent and in-depth queries. The chosen candidate will be responsible for the performance and reliability of the platform, will provide support to the analyst/scientist as well as ensure the quality of the data.

The Data Developer that we’re looking for must be a quick learner and love thinking outside of the box. They must know how to organize workloads efficiently to balance live operations and development.

What will you do ?

Develop and maintain the current data pipelines to efficiently process over a billion line of game data a day
Develop and maintain the current ETLs to support the analysts, scientists and various automated processes
Ensure that the pipelines meet the needs of their different users
Participate in the design of all new data-related solutions with other teams (data analysts, data scientists, software developers, cloud architects)
Use best practices in testing, security, performance monitoring and effective use of resources
Keep up-to-date with best practices, new services and implement them when appropriate
Develop toolsets to manage and optimize the existing data-pipeline operations

Qualifications

Core skills:

At least 5 years designing and operating high volume data-related services
Strong SQL experience in querying large and complex data sets
Professional experience with Python development or similar language
Experience with system management (Linux)
Excellent problem analysis and troubleshooting skills
Good knowledge of standard data pipelines architectures and best practices

Would be considered as pluses:

Experience with cloud services (AWS or others)
Experience with Container (Kubernetes)
Experience with big data analytics tools (Spark, Databrick, Presto, Dask)
Experience developing web API

Additional Information

All your information will be kept confidential according to EEO guidelines.

Joining Behaviour means being part of a company that believes in equity and diversity. We base all employment decisions on merit, qualifications and competence. We will never discriminate on the grounds of race, national or ethnic origin, health, religion, age, sex, sexual orientation, gender identity or expression or disability.",4.0,"Behaviour Interactive
4.0",Montreal,-1,201 to 500 Employees,1992,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,0,82,90,86.0,"Behaviour Interactive
",Montreal,28,1,0,0,1,0,0
Software Developer - REMOTE,CA$82K-CA$90K (Glassdoor est.),"Who Are We?

Riipen’s mission is to eliminate graduate underemployment by reducing the skills gap for those about to enter the workforce. We have built a marketplace where organizations of all sizes can connect with educators to collaborate with university and college students on short-term projects and competitions. Currently, our marketplace includes 150 academic institutions, 10,000 companies, and 35,000 students.

We are a high-performing team that is driven, has fun at work in a flexible and supportive environment, and lives and breathes our core values of Integrity, Passion, Ingenuity, Learning, Empowerment, and Community. We are rapidly growing and always looking for talented people with the right skills and attitude to join our team.

Riipen is looking for a Developer!

We are adding to our team! Riipen is looking for a JavaScript Software Developer with experience in React and NodeJS who loves to build and deliver amazing products.

You will be involved in working with a highly effective, remote and (potentially) local development team in Vancouver and Toronto, working on the Riipen platform and all of its services.

Responsibilities:
Write efficient and maintainable code
Make use of JavaScript, HTML, CSS, and other web related programming languages and frameworks
Work with designers and customers to create a robust user experience
Participate in the planning process for new products and features helping drive the vision across our product suite.
Continue to grow personally and professionally
Skills and Qualifications:
Bachelor's Degree, or certificate in Computer Science, Software Development, Software Engineering or related.
2+ years developing JavaScript applications using React and NodeJS
Strong knowledge in the JavaScript ecosystem with tools such as Webpack, ES6, and concepts such as Flux, immutable state, functional programming, etc.
Knowledge in Redux is a plus
Knowledge in dev-ops such as AWS is a plus
You are friendly, smart, and easy to work with;
You understand the importance of quality over quantity in software
You enjoy working in small, remote teams
You have the ability to prioritize and self-manage (keys skills when working remotely!)
Excellent English communication skills, both written and verbal
What we offer:
Great work environment - great people, great social impact
Great central location in Vancouver and/or Toronto
Extended health and dental benefits
Employee Stock Option Plan
Remote working opportunities
How to put your best foot forward?

Your application should include the following:
Resume/Bio/LinkedIn Profile
Github username
Link to portfolio or body of work
Link to personal website
To Apply:

Please use the intended link.

We appreciate your interest and application. Only those applicants under consideration will be contacted.

Riipen is an Equal Employment Opportunity employer. Employment decisions are based on merit and business needs, and not on race, colour, creed, age, sex, gender, sexual orientation, national origin, religion, marital status, medical condition, physical or mental disability, military service, pregnancy, childbirth and related medical conditions or any other classification protected by federal, state or provincial and local laws and ordinances.

Reasonable accommodation is available for qualified individuals with disabilities, upon request.",4.7,"Riipen Networks Inc.
4.7",Toronto,-1,1 to 50 Employees,2013,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,-1,0,0,82,90,86.0,"Riipen Networks Inc.
",Toronto,7,0,1,1,1,0,0
Software Developer,CA$82K-CA$90K (Glassdoor est.),"Afilias's top level domain portfolio is second only to the .com and .net behemoths. We are the engine that drives much of the world's top level domain infrastructure including .org, .info, .mobi and many other TLDs.

Afilias is looking for a versatile Software Developer able to move seamlessly across technologies and levels of abstraction. We need a senior developer to assist in developing the next generation of our registry systems that will allow the continued growth Afilias has seen over the past decade. Security, concurrency, stability, and availability are practicalities in our daily work. We repeatedly build systems to withstand operational attacks, defuse zero-day exploits, support highly parallel traffic, and maintain high availability.

Professional skills you must be able to demonstrate:
Strong analytical and problem-solving skills.
Understanding of design patterns, OO techniques and software development methodologies, including use-case development and formal UML requirements techniques.
Ability to learn, evaluate and identify new technologies for implementation and able to work in a challenging environment.
Excellent communication skills with an open mind to different opinions from peers and business partners are expected.
Solid experience working in a disciplined systems development life cycle is required.
Ability to work independently in all phases of the systems development life cycle from requirements through testing.

Minimum Technical Skills:
Minimum 5 years of overall application development work experience, using JAVA and any standard RDBMS database on Linux/UNIX platforms.
Minimum 2 years of work experience with high volume, high availability, and critical system development in Unix based environments.
Extensive experience with object-oriented programming.
Extensive experience with XML.
Experience with any dependency injection framework(e.g Spring framework), messaging system(e.g RabbitMQ), and object-to-relational mapping framework(e.g Hibernate).
Strong working knowledge of Perl and Shell programming is preferred.
Hands on experience with various design patterns.
Knowledge or experience working with LDAP and any DNS software is an asset.
Knowledge or experience working with aspect-oriented programming is an asset.

What might differentiate you from the next candidate...
Have you read The Pragmatic Programmer?
Do you know who the Gang of Four are and why they are important?
Do you have opinions on different JUnit testing strategies?
Have you successfully done Scrum agile development before? ... unsuccessfully?
Have you ever authored or reviewed IETF standards?

Minimum Education/Experience:
Must have an undergraduate (B.S.) degree in Information Systems, Computer Science, Engineering or other relevant training with at least eight years experience programming in a professional environment.

To apply for this opportunity with Afilias Canada, please submit a resume and cover letter to: careerscanada@afilias.info

Accommodations for job applicants with disabilities are available on request.",3.4,"Afilias Canada
3.4",Toronto,-1,201 to 500 Employees,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),-1,0,0,82,90,86.0,"Afilias Canada
",Toronto,19,0,0,0,0,0,0
Shareworks by Morgan Stanley – Senior Full-Stack Software Developer,CA$82K-CA$90K (Glassdoor est.),"Do you want to work with a system that gets half a million logins from over one hundred thousand unique users per month? How about write code for an industry-leading financial services platform that transacts more than ten billion dollars a year? Do you think it would be cool to be a part of the team that expands this platform to transact one trillion dollars for ten million users? Have you ever wanted to be in a Guild? Have you yearned to hear “that sounds great, go ahead and try it out”? Our team can offer all of this and more!

It doesn't matter if it's Ant or Gradle, Struts or Spring, jQuery or GWT, JavaScript or TypeScript – either you know it, or you can pick it up. You aim to build commercial products that people use - technology is just a means to an end. We are looking for developers of all experience levels to help us build a fast, reliable, secure, and resilient enterprise platform on a global scale.

If you're looking for something a little different for your career, you've come to the right place. What started as a sketch on a napkin is now our world-class software platform that combines cutting-edge technology with outstanding client service and premier wealth management capabilities. Shareworks by Morgan Stanley is designed to simplify the complexities of equity plan management while helping employees realize the full potential of their benefits. We reward our people with a fun and dynamic workplace culture and the opportunity to be part of our continued international growth and success.

Shareworks by Morgan Stanley is hiring Senior-level Full-Stack Developers who want to write great code.

What we believe and value:
Results matter, not the clock

Code and technology are what we use to solve problems, not the whole of our job

Continuously improving, learning everyday through collaboration, lunch and learns, and mentorship

Our team is passionate about what they do, and take pride in their craft

Great programmers are great programmers whether they work in Java, JavaScript, .Net, TypeScript, React Native, or C++

We use high-end Linux workstations with big monitors and tools like IDEA, JRebel and the Atlassian suite to keep us in the zone

What you'll get:
An amazing on-boarding experience on Shareworks, dev culture, how we do things and even ""reforming"" you from .Net to Java

Experience developing with technologies such as React, Redux, and GraphQL

Opportunities to join internal hack-a-thons to solve relevant and complex problems

Hands-on training sessions with industry-leading professionals

Market rate salary based on experience

Competitive RRSP matching plan

20 Paid days off 11 stat holidays

The occasional spontaneous Nerf War

Relocation Assistance available for the right candidates

What you'll do:
Be customer focused - learn about the business to help bring value to our customers

Act technology driven - design, implement, and test new functionality

Work closely with QA - we find and fix our own bugs

Work with Product Management to deliver material value to our clients

Do full stack development from the DB to the UI

Use your experience to help the whole team get better

7+ years of full stack development experience

Experience in and a passion for mentoring junior developers

Familiarity with technologies we use (Java, JavaScript, TypeScript, Spring, GWT, Struts, JPA, EJB, REST APIs, GraphQL, React, Redux, SQL, Gradle)

A hunger for tracking down root causes - no matter how deep the rabbit hole

A Bachelor’s degree in Computer Science or Computer Engineering is appreciated but not necessary with the right background

You are a cultural addition to our team and will bring a unique and diverse perspective

While we thank all applicants for their interest, please note that only those individuals selected for an interview will be contacted.",3.4,"Shareworks by Morgan Stanley
3.4",Calgary,-1,501 to 1000 Employees,1999,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,0,0,82,90,86.0,"Shareworks by Morgan Stanley
",Calgary,21,0,0,0,0,0,0
Software Developer,CA$82K-CA$90K (Glassdoor est.),"Job description

Our development team is currently looking for a talented C/C++ Software Developer to work on a wide variety of projects for our high technology solutions.

As a software developer, you will play a leading role in designing and implementing Aerial’s innovative services for our embedded platforms and cloud environments.

WHAT YOU WILL DO:

Participate actively in the design and implementation of high-quality code for various projects such as: integration with various embedded platforms, signal processing algorithms implementation and optimization, distributed systems, and internal tools
Take part in our agile software process (scrum, sprint planning, code reviews, continuous integration, etc.)
Participate to the tests and deployment of software
Collaborate with the rest of the agile team to plan and track work items
Assist our support team and infrastructure team in triaging and resolving issues
Requirements

In order to be considered, you must have:

Minimum of 5 years of experience in software development in C/C++
Proficiency in a Linux development environment
Familiarity with client-server architectures and distributed systems
Computer Science fundamentals in object-oriented design, data structures, design patterns
Experience with embedded system programming concepts and development tools
Proven experience working with socket interfaces, IP networks and Linux drivers
Proficiency in Git
Bachelor or master’s degree in Computer Science, Software Engineering or similar

We’d also love it if you had the following (though not required):

Experience with IoT services
Familiarity with wireless networks
Experience with cloud services
Working experience with Docker containers
Knowledge of and experience with Python or Go
Machine Learning knowledge is a plus
Working experience in startup environments

WHAT WE OFFER:

The opportunity to join an innovative team focused on one objective: to become the global standard for WiFi motion detection
A user-oriented team that lets you learn, innovate and share
The chance to make a difference within a fast-paced organization
Being an active participant in the growth of a Montreal-based AI start-up
An employee stock option plan

About Aerial - Help us put WiFi to work.

Aerial provides a unique cloud-based solution that leverages existing WiFi infrastructure and AI to give meaning to motion. We aim to become the wireless standard for smart motion detection through continuous innovation, passion, and inventiveness for the smart home, home care, security, healthcare, and hospitality applications. Based in Montreal, we also operate from two regional offices in the USA and Europe.

We are currently in startup phase and growing fast with multiple openings for developers.",4.5,"Aerial Technologies
4.5",Montreal,-1,1 to 50 Employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,82,90,86.0,"Aerial Technologies
",Montreal,5,1,0,0,0,0,0
Software Developer,CA$82K-CA$90K (Glassdoor est.),"Nakisa is a global leader in enterprise business solutions for Organization Design and Accounting and Compliance. Nakisa delivers innovative, forward-thinking, and robust human resource and financial management solutions that advance business strategies. Nakisa has built top of the line software solutions which are being used by the Fortune 1000 of today.

We believe the key to our success is our unity in thought and action. Though there is always room for improvement, we work hard to ensure Nakisa values (Fairness, Integrity, Service, and Humility) drives our behaviors at all levels.

Our solutions have excelled in the market and we are committed to excel in its delivery and implementation aiming for our customers to have the best possible experience in their journey with Nakisa.

You will be responsible for working on the design and implementation of Java applications. You will be part of a passionate Agile team built on creativity and passion for Software development that is on the path of implementing NoOps methodology for its cloud-native apps.

Responsibilities
You will be working in a fast-paced Agile-based development environment
Write well-designed, testable, and efficient code
Support continuous improvement by investigating alternatives and technologies and presenting the work for design reviews and design discussions
Ownership of your components and handling its support issues
Qualifications
2+ years working experience of Software Development and a minimum of 1 year in JAVA Development
Excellent understanding of Object-Oriented analysis and design using common design patterns
Agile and Test-Driven Development
Self-starter with excellent design and analysis skills
Ability to work effectively both independently and as a member of an agile team
Must have excellent problem-solving skills and love technical challenges
Must have excellent communication and teamwork skills
Must have the ability to thrive in a fast-paced environment
Must have a Bachelor of Computer Science or comparable Industry experience
The ideal candidate will have a sound understanding of Fullstack Development, Spring Boot Applications, REST APIs
Good to have
Experience with MVC applications, JAVA 8, JAVA 11, J2EE, JavaScript, jQuery, HTML5, CSS3, JSP, Servlets, Spring, Subversion/Git, Docker, Elasticsearch
Eclipse, Jenkins, Maven, and related development and build automation tools
Knowledge of Cloud computing environments (preferably AWS/Azure) and continuous delivery
Hands-on experience in HR or Financial modules of SAP",3.5,"Nakisa
3.5",Montreal,-1,51 to 200 Employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,82,90,86.0,"Nakisa
",Montreal,30,0,1,1,1,0,0
Back-End Developer,CA$82K-CA$90K (Glassdoor est.),"Job Description:
At SimpTek, we are creating a platform that will effectively make saving energy a little easier for everyone. We are a small team based in Fredericton, NB with big ambitions and a global presence.

SimpTek is seeking a Back-End Developer to join our growing team. You will be responsible for managing the interchange of data between the server and the users. Your primary focus will be development of all server-side logic, definition, and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your coworkers into the application. A basic understanding of front-end technologies is therefore necessary as well. If you are the kind of person that thrives on the urgency of startups while producing quality work, you might be a good fit to join our team!

Responsibilities:
• Integration of user-facing elements developed by a front-end developers with server side logic
• Building reusable code and libraries for future use
• Optimization of the application for maximum speed and scalability
• Keep in mind the security and data protection requirements when writing code
• Design and implementation of data storage solutions
• Ensure key uptime metrics and performance timings are met
• Maintain the existing cloud platform
• Collaborate with other teams to deploy features

Skills And Qualifications:
• Proficient knowledge of the back-end programming language Node.js & Python.
• Proficient understanding of code versioning tools, such as Git
• Proficient understanding of container technologies like Docker
• Proficient understanding of CI tools like Jenkins
• Basic understanding of SQL to retrieve data from database
• Basic understanding of front-end technologies and platforms, such as JavaScript, HTML5, and CSS3
• Understanding accessibility and security compliance {{Depending on a specific project}}
• User authentication and authorization between multiple systems, servers, and environments
• Integration of multiple data sources and databases into one system
• Management of hosting environment and scaling an application to support load changes
• Understanding differences between different platforms such as mobile vs desktop, and optimizing output to match the specific platform
• Able to understand database schemas that represent and support business processes
• Implementing automated testing platforms and unit tests
• Understanding of “session management” in a distributed server environment
• Extensive understanding of the Microsoft Azure or any other cloud

Core Skills:
• Agile Methodologies
• Cloud Services / Systems
• Cloud Security
• Javascript
• Jenkins
• Node.js
• Python

About Us:
We are creating a platform that will effectively make saving energy a little easier for everyone - utility companies, multi-residential building owners and homeowners. By using big data analytics, SimpTek is the new bridge connecting consumers with utilities and multi-residential buildings, allowing them to better understand, engage, and predict energy usage.

Why Work With Us:
SimpTek is a fast growing company that can offer you a non-traditional work experience. We can ensure you that we invest in our people and always support individual growth with never-ending opportunities to learn. While working in a fast-paced environment of a startup, you will have the support of our close-knit team that will help you achieve your professional and personal goals. We value teamwork and always ensure that everyone has a fun and exciting experience working with us. Our team loves to get together for a quick nerf gun battle, birthday celebration and often get together for lunch.
We can offer you
• Competitive Salary
• Benefits
• The opportunity to work with passionate and driven individuals
• Flexible Schedules",4.8,"SimpTek Technologies
4.8",Fredericton,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,0,0,82,90,86.0,"SimpTek Technologies
",Fredericton,-1,1,1,1,0,0,0
Back-End Developer,CA$82K-CA$90K (Glassdoor est.),"LANDR is looking for a Back End C# / .NET Software Developer who is a true team player with strong social and soft skills and who will want to leave its mark on a widely used cloud-based solution for the music industry.

Technological Stack

We use cutting edge technologies and follow practices demonstrated by the biggest players of the Industry. On a day to day basis, we continuously allocate time for developers to keep improving the platform and give everyone a chance to experiment with new technologies and latest software practices.
Fully Cloud based (AWS)
Latest C# Stack (.NET Core 2.0 / 2.1 )
State of the Art Microservices Architecture
High Availability
Low Coupling
Docker & Serverless Approaches
Continuous Delivery Pipeline
Infrastructure as Code (Terraform)
Build & Deployment Automation (Teamcity, Octopus)
Unit-Tests, Integration Tests, Component Tests
Open-Mind approach
Always use the best tool for the Job
Some Services written in Node, Golang, Python
Position Responsibilities

Working within the web development team, the candidate will be working on the Back-End aspect of our solution, which is developed and deployed on Amazon AWS. This team is cross functional and autonomous on many aspects of the production cycle.
Implement features as defined by product managers & designers that deliver compelling user experience
Design, develop & deploy high quality software on time using Agile (Scrum) development methodology using the following Web & mobile technology
SQL databases such as MySQL, no-SQL databases , DynamoDB
Work on the Amazon AWS Cloud platform and associated services
Ensure that software is developed according best practices as defined by our software development methodology
Responsible to deliver code in PROD using our continuous integration platform
Participate in Agile sprint planning, task preparation, sprint demos, peer code reviews
Position Requirements
3+ years of professional experience within product-oriented companies
Experience evolving in Agile/Scrum development cycle, building and delivering high quality software on time
Excellent understanding of service-oriented architecture, object-oriented design and unit testing in a test-driven development
Strong skill set in C# and experience developing Restful APIs.
Experience data modelling with NoSql databases such as DynamoDb.
Experience data modelling with SQL database such as MySql
Experience with Micro service & Docker architectures
Experience developing and deploying products on Amazon AWS or other cloud-based hosting environments
Fluency in French and English
Additional Competencies & Attributes
Strong analytical skills
Ability to work cross team organizations
Ability to work in fast paced start up Agile development environment
Self motivated with good analytics capability, excellent hands-on skills and someone that enjoys delivering products
Results oriented & able to contribute in team environment
Strong verbal and written communication skills in French and English
Knowledge of audio engineering
LANDR is a fast-growing audio company made up of left brained creative technologists, right brained music professionals and everyone in between. Together, we are revolutionizing the process for music makers to help them create, master, distribute and promote their music.

Our cloud-based solution provides an automated drag and drop mastering process for musicians and delivers a mastered track in minutes. Our engine achieves studio-quality sound that rivals expensive, professional studio work using a set of machine learning and audio signal processing algorithms.

Our office is in the Mile-End startup district of Montreal, conveniently located within walking distance of the orange metro line, and boasts an incredible view spanning the downtown skyline all the way to Mount Royal. Our modern, open-air office concept is complete with an audio-powered stage for hosting music events such as our fun 5@7’s!

We love music. We love musicians. Our mission is to give music makers the freedom to create and be heard.

Our company culture is central to our success and makes for an incredible workplace! We work for musicians by bringing our love of music to the office every day and we are continuously innovating. We are all contributing to the culture we all belong to and we come together to move ideas forward.

Here are a few perks that we enjoy at LANDR:
Very competitive compensation, based on your role, experience and expertise
Health insurance coverage
Flexible hours to balance with your personal life
Immediate access to a doctor via Dialogue.co with a family plan
A BIXI pass
Weekly 5@7, library, weekly fruit basket, bagel Monday once a month
All inclusive Social Committee
Sporting and social activities
Your birthday is a free day
Great open offices in the middle of the Mile End, with many conference rooms available to work in teams or individually quietly
LANDR Band
Apple computers (or Windows, to your liking)
Strong Partnerships with local music events & festivals (MUTEK, Pop Montreal, Igloofest…)
We accept people as they are and firmly believe diversity is essential to our success! If you’re applying to LANDR, it’s because you want to contribute to our amazing company and culture, and we’re thankful for that!

We work hard to create the best experience for our employees and we’d love for you to be a part of it!

At LANDR, we don’t just accept diversity — we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products, and our community. LANDR is striving every day to create a more diverse workplace, and we strongly encourage applications from people of colour, women, LGBTQ people, people of any religion, age, or belonging to any marginalized community.",3.5,"SimpTek Technologies
4.8",Fredericton,-1,51 to 200 Employees,2011,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,82,90,86.0,"SimpTek Technologies
",Fredericton,9,1,0,0,1,0,0
Software Developer,CA$82K-CA$90K (Glassdoor est.),"Our Storyboard GUI Development software allows clients to build and deploy embedded graphical user interfaces straight from a graphic designer's desktop down to an embedded or mobile device.

Crank is looking for a Software Developer to help our customers create and build their applications using Storyboard. This position will provide a unique opportunity to work with leading technologies in the automotive, medical, and consumer markets as part of a team of professional embedded software developers.

Key Responsibilities:
Create rich animated user interfaces from design files Using Storyboard Designer
Develop UI system and state machine logic in C/C++ or Lua
Develop interface layers from UI to backend system code
Develop an in-depth knowledge of Storyboard
Work with cutting edge products and bring ideas to reality
Communication and interaction with customers
Requirements:
Post-secondary degree in Computer Science, Software Engineering, or other related discipline and/or diploma in a related field or equivalent
At least 5 years of Software development experience in either C or C++
Experience in scripting languages such as Lua or JavaScript
Linux/QNX development experience
Keen eye for detail and usability
Effective oral and written communication skills
Collaborative team player with a knack for solving problems

Nice to have:
Experience in Lua
Experience in graphics rendering and layouts for UI and UX design patterns
Experience with 2D and 3D application tools such as Photoshop or Illustrator
Experience working with and interfacing with Embedded systems
Prior experience with UI frameworks including Storyboard, Qt, XWindows, or Java

Why Crank?

Well, ask Crank’s employees! They were recently ranked as one of Ottawa’s top 10 employers at the 2018-2019 Employee’s Choice Awards.

Perks of working at Crank
Competitive compensation plan including a comprehensive benefits program
Annual health and wellness allowance
Continuous professional development allowance
Brand new innovative workspace
Work-life balance
Fun social atmosphere

Interested? Send your resume to careers@cranksoftware.com and reference ""Software Developer"" in the subject line.

Crank Software is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind.
Crank Software is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. Crank Software will provide reasonable accommodation to employees who have protected disabilities consistent with local law.",5.0,"Crank Software
5.0",Ottawa,-1,1 to 50 Employees,2007,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,82,90,86.0,"Crank Software
",Ottawa,13,0,0,0,0,0,0
Software Developer,CA$82K-CA$90K (Glassdoor est.),"Each day our Software Developers get to work on challenging problems. No two days are the same, each day you’ll collaborate with other Software Developers to problem solve and write code that has an impact in the real world. Our product, Verafin, helps fight crime by stopping fraud and money laundering. Stopping the flow of this money means stopping crimes such as human trafficking, elder abuse, and drug trafficking. Our Software Developers get the opportunity to move around the business as there are new teams and projects developed all the time to help us towards our mission of stopping crime. Being a Software Developer at Verafin means getting the opportunity to have an impact on criminal activity by getting to do what you love – solve cool problems using code.
Essential Skills & Qualifications
A university degree in Computer Engineering, Computer Science, or a combination of education and previous experience would be considered
Strong analytical skills for complex and creative problem solving
Experience in object-oriented software development
Automated testing
Excellent interpersonal and organizational skills; able to work closely with team members
Would be good to have experience in a few of the following areas
Java
Experience using JavaScript, CSS, REST
Previous experience working with Core Banking Systems
Amazon Web Services
Intelligent systems, artificial intelligence and data science
Distributed computing
Database technologies (PostgresSQL)
Big data technologies
Data extraction, manipulation/cleansing and integration

Industry and on-the-job training is provided for all roles at Verafin.

Verafin places a high value on building a diverse team, candidates of all backgrounds are encouraged to apply.",4.5,"Verafin
4.5",St. John's,-1,201 to 500 Employees,2003,Company - Private,Investment Banking & Asset Management,Finance,$1 to $5 million (USD),-1,0,0,82,90,86.0,"Verafin
",St. John's,17,0,0,1,0,0,0
